Prodno,Product,Year,Month,Sales,Number_of_items
  E40440 ,DecorativeWallPotSet4,2017,April,0,1
  E40441 ,MicroTrioPotswithShelf,2017,April,1185,3
  E40455 ,MadridPlanterRoundSet,2017,April,7495,5
  E40456 ,MadridPlanterSquareSet,2017,April,2798,2
  E40460 ,TheBirdPalace,2017,April,2100,7
  E40461 ,BirdHideaway,2017,April,3915,9
  E40462 ,BirdHoliday,2017,April,375,1
  E40480 ,CollaroyPlanterRoundSet,2017,April,1499,1
  E40482 ,CollaroyPlanterSquareSet,2017,April,1399,1
  E40485 ,BondiBalconyPlanterSet,2017,April,1750,2
  E40487 ,AvalonBarrelPlanterSetBlue,2017,April,1150,2
  E40489 ,CamillatheCaterpillarPlanter,2017,April,5490,10
  E40495 ,RockAroundtheClock,2017,April,2700,6
  E40500 ,PiggyBank,2017,April,860,2
  E40502 ,ElieBank,2017,April,860,2
  FITK-L-BLK ,"FitKicksActiveFootwear,Black,Large",2017,April,166,1
  FITK-L-GRY ,"FitKicksActiveFootwear,Gray,Large",2017,April,166,1
  FITK-L-TRQ ,"FitKicksActiveFootwear,Turquoise,Large",2017,April,166,1
  FITK-M-BLK ,"FitKicksActiveFootwear,Black,Medium",2017,April,166,1
  FITK-M-GRY ,"FitKicksActiveFootwear,Gray,Medium",2017,April,166,1
  FITK-M-TRQ ,"FitKicksActiveFootwear,Turquoise,Medium",2017,April,166,1
  FKID-XL-PNK ,"FitKidsShoes,Pink,X-Large",2017,April,119.6,1
  SPFIT-L-CLD ,"FitkicksSpecialEdition,CloudBurst,Large",2017,April,166,1
  SPFIT-L-GRP ,"FitkicksSpecialEdition,Graphite,Large",2017,April,166,1
  SPFIT-L-LUS ,"FitkicksSpecialEdition,LushLife,Large",2017,April,166,1
  SPFIT-M-LUS ,"FitkicksSpecialEdition,LushLife,Medium",2017,April,166,1
  SPFIT-S-LUS ,"FitkicksSpecialEdition,LushLife,Small",2017,April,478.8,3
991120,CharlietheChameleon,2018,April,345,1
991121,Pick-UpTruckBlue,2018,April,3350,1
991122,DisplayFitKicksFloor208,2018,April,0,0
  E10160 ,ClarencetheCowPlanter,2018,April,1650,1
  E10330 ,ThePixieChicksSetof3,2018,April,2580,4
  E10600 ,TheBlindMouse,2018,April,15158,29
  E11250 ,DashTrioDogssetof3,2018,April,3897,3
  E11300 ,RalphDogsmall,2018,April,1030,1
  E11400 ,Whiskerssmall,2018,April,995,1
  E11500 ,Tabitha,2018,April,2745,3
  E11600 ,BillytheBabyBird,2018,April,690,2
  E11610 ,BarbtheMotherBird,2018,April,995,1
  E11630 ,FlorencetheFlamingoBeverageTub,2018,April,38320,17
  E11900 ,HarrytheHedgehog,2018,April,1737,3
  E12100 ,PetethePelican,2018,April,895,1
  E13110 ,KittytheKat,2018,April,370,1
  E13120 ,DannytheDog,2018,April,370,1
  E16140 ,ButterflySpheresmall,2018,April,780,1
  E21520 ,DragonflyWallPanel,2018,April,430,1
  E21530 ,ButterflyWallPanel,2018,April,860,2
  E40101 ,BistroTableMetalTop,2018,April,1170,1
  E40107 ,DiningTableRectangle,2018,April,4922,1
  E40305 ,OldSchoolCaravanCoolerAirstream,2018,April,2850,1
  E40306 ,RetroHolidayCaravanCooler,2018,April,2575,1
  E40310Y ,KoolKombiYellow,2018,April,3350,1
  E40312 ,KombiPlanter,2018,April,2590,2
  E40338 ,KingoftheRoadCoolerSmall,2018,April,8100,2
  E40352 ,BowlMeOverWineChiller,2018,April,650,1
  E40355 ,FlipFlopWineHolder,2018,April,345,1
  E40358 ,BuildMeUpWineRack,2018,April,345,1
  E40360R ,MiniCooperCoolerRed,2018,April,3350,1
  E40365 ,SilverArrowCooler,2018,April,3350,1
  E40400 ,ButterflyFramedWallPanel,2018,April,1790,2
  E40410 ,DragonflyFramedWallPanel,2018,April,895,1
  E40411 ,ButterflyStakeSetsmall-Setof10,2018,April,415,1
  E40416 ,DragonflyStakeSetlarge-Setof10,2018,April,1180,2
  E40420 ,HotAirBallonsmall,2018,April,1640,2
  E40430 ,HotAirBallonlarge,2018,April,1080,1
  E40441 ,MicroTrioPotswithShelf,2018,April,395,1
  E40460 ,TheBirdPalace,2018,April,345,1
  E40461 ,BirdHideaway,2018,April,435,1
  E40462 ,BirdHoliday,2018,April,1125,3
  E40489 ,CamillatheCaterpillarPlanter,2018,April,610,1
  E40495 ,RockAroundtheClock,2018,April,1350,2
  EC4000 ,CuckoosNestBirdHouse,2018,April,740,2
  FITK-L-BLK ,"FitKicksActiveFootwear,Black,Large",2018,April,3840,24
  FITK-L-FUS ,"FitKicksActiveFootwear,Pink,Large",2018,April,154,1
  FITK-L-GRY ,"FitKicksActiveFootwear,Gray,Large",2018,April,154,1
  FITK-L-TRQ ,"FitKicksActiveFootwear,Turquoise,Large",2018,April,1232,8
  FITK-M-BLK ,"FitKicksActiveFootwear,Black,Medium",2018,April,1540,10
  FITK-M-FUS ,"FitKicksActiveFootwear,Pink,Medium",2018,April,0,0
  FITK-M-TRQ ,"FitKicksActiveFootwear,Turquoise,Medium",2018,April,1232,8
  FITK-S-BLK ,"FitKicksActiveFootwear,Black,Small",2018,April,3840,24
  FITK-S-FUS ,"FitKicksActiveFootwear,Pink,Small",2018,April,154,1
  FITK-S-GRY ,"FitKicksActiveFootwear,Gray,Small",2018,April,-616,-4
  FITK-S-TRQ ,"FitKicksActiveFootwear,Turquoise,Small",2018,April,3070,19
  FITK-XL-BLK ,"FitKicksActiveFootwear,Black,X-Large",2018,April,2300,14
  FITK-XL-FUS ,"FitKicksActiveFootwear,Pink,X-Large",2018,April,154,1
  FITK-XL-GRY ,"FitKicksActiveFootwear,Gray,X-Large",2018,April,154,1
  FITK-XL-TRQ ,"FitKicksActiveFootwear,Turquoise,X-Large",2018,April,308,2
  FITW-BLK ,"FITWRISTWallet,Black",2018,April,0,0
  FITW-FUS ,"FITWRISTWallet,Pink",2018,April,67.5,3
  FITW-GRY ,"FITWRISTWallet,Gray",2018,April,45,2
  FITW-TRQ ,"FITWRISTWallet,Turquoise",2018,April,67.5,3
  FITZ-BLK ,"FITZIPWaistPack,Black",2018,April,991,19
  FITZ-FUS ,"FITZIPWaistPack,Pink",2018,April,1089,21
  FITZ-GRY ,"FITZIPWaistPack,Gray",2018,April,98,2
  FITZ-TRQ ,"FITZIPWaistPack,Mint",2018,April,1089,21
  FKID-L-BLU ,"FitKidsShoes,Blue,Large",2018,April,744,6
  FKID-L-GRY ,"FitKidsShoes,Gray,Large",2018,April,0,0
  FKID-L-PNK ,"FitKidsShoes,Pink,Large",2018,April,0,0
  FKID-L-PUR ,"FitKidsShoes,Purple,Large",2018,April,1488,12
  FKID-M-BLU ,"FitKidsShoes,Blue,Medium",2018,April,805,7
  FKID-M-GRY ,"FitKidsShoes,Gray,Medium",2018,April,0,0
  FKID-M-PNK ,"FitKidsShoes,Pink,Medium",2018,April,974,8
  FKID-M-PUR ,"FitKidsShoes,Purple,Medium",2018,April,1204,10
  FKID-S-BLU ,"FitKidsShoes,Blue,Small",2018,April,1319,11
  FKID-S-GRY ,"FitKidsShoes,Gray,Small",2018,April,575,5
  FKID-S-PNK ,"FitKidsShoes,Pink,Small",2018,April,0,0
  FKID-S-PUR ,"FitKidsShoes,Purple,Small",2018,April,1319,11
  FKID-XL-BLU ,"FitKidsShoes,Blue,X-Large",2018,April,1319,11
  FKID-XL-GRY ,"FitKidsShoes,Gray,X-Large",2018,April,230,2
  FKID-XL-PNK ,"FitKidsShoes,Pink,X-Large",2018,April,0,0
  FKID-XL-PUR ,"FitKidsShoes,Purple,X-Large",2018,April,744,6
  Ice ,FakeDécor,2018,April,855,11
  MFITK-L-BLK ,"FitKicksMens,Black,Large",2018,April,0,0
  MFITK-M-BLK ,"FitKicksMens,Black,Medium",2018,April,0,0
  MFITK-S-BLK ,"FitKicksMens,Black,Small",2018,April,0,0
  MFITK-XL-BLK ,"FitKicksMens,Black,X-Large",2018,April,308,2
  MFITK-XL-NAV ,"FitKicksMens,Navy,X-Large",2018,April,308,2
  SPFIT-L-DPR ,"FitkicksSpecialEdition,DeepRythm,Large",2018,April,154,1
  SPFIT-L-GRP ,"FitkicksSpecialEdition,Graphite,Large",2018,April,1150,7
  SPFIT-L-LUS ,"FitkicksSpecialEdition,LushLife,Large",2018,April,2618,17
  SPFIT-M-GRP ,"FitkicksSpecialEdition,Graphite,Medium",2018,April,996,6
  SPFIT-M-LUS ,"FitkicksSpecialEdition,LushLife,Medium",2018,April,1540,10
  SPFIT-S-DPR ,"FitkicksSpecialEdition,DeepRythm,Small",2018,April,154,1
  SPFIT-S-GRP ,"FitkicksSpecialEdition,Graphite,Small",2018,April,1920,12
  SPFIT-S-LUS ,"FitkicksSpecialEdition,LushLife,Small",2018,April,2844,18
  SPFIT-XL-DPR ,"FitkicksSpecialEdition,DeepRythm,X-Large",2018,April,154,1
  SPFIT-XL-GRP ,"FitkicksSpecialEdition,Graphite,X-Large",2018,April,154,1
  SPFIT-XL-LUS ,"FitkicksSpecialEdition,LushLife,X-Large",2018,April,2300,14
  SPFITZ-GRP ,"FITZIPWaistPack,Graphite",2018,April,490,10
20200,YukiDog,2019,April,715,1
40491,Frakt,2019,April,195,1
916153,BuddytheBirdfeeder,2019,April,652,2
  CR1310 ,HippieHen,2019,April,200,1
  CR1320 ,CockadoodleDoo&#x27;sTrumpeter,2019,April,200,1
  CR1325 ,CockadoodleDoo&#x27;sSaxPlayer,2019,April,200,1
  CR1330 ,CockadoodleDoo&#x27;sViolinist,2019,April,200,1
  CR1335 ,CockadoodleDoo&#x27;sGuitarist,2019,April,200,1
  CR1350 ,CowRainReady,2019,April,0,0
  CR1351 ,CowScholar,2019,April,0,0
  CR1410 ,NewsworthyDeerSmall,2019,April,0,0
  CR1411 ,NewsworthyDeerLarge,2019,April,0,0
  E10330 ,ThePixieChicksSetof3,2019,April,4865,7
  E10600 ,TheBlindMouse,2019,April,11823,21
  E11201 ,TravistheTrout,2019,April,2100,2
  E11250 ,DashTrioDogssetof3,2019,April,2598,2
  E11600 ,BillytheBabyBird,2019,April,1556,4
  E11630 ,FlorencetheFlamingoBeverageTub,2019,April,2635,1
  E11700 ,StantheBaseballSquirrel,2019,April,2250,3
  E11702 ,SamtheSuperSquirrel,2019,April,2250,3
  E11900 ,HarrytheHedgehog,2019,April,636,1
  E12200 ,BozotheClownFish,2019,April,695,1
  E12202 ,TravistheTroutWallFrame,2019,April,950,1
  E12400 ,ArieltheAngelFishsmall,2019,April,1950,3
  E13110 ,KittytheKat,2019,April,1245,3
  E13120 ,DannytheDog,2019,April,1307,3
  E17000 ,OwlTrioSetof3,2019,April,2220,2
  E40305 ,OldSchoolCaravanCoolerAirstream,2019,April,3250,1
  E40310 ,KoolKombiBlue,2019,April,3650,1
  E40310R ,KoolKombiRed,2019,April,3650,1
  E40330 ,TheGoodOilBuddyBarrelCooler,2019,April,595,1
  E40349 ,FreddytheFrog,2019,April,2790,2
  E40355 ,FlipFlopWineHolder,2019,April,760,2
  E40363 ,CaddyCoolerPink,2019,April,3650,1
  E40364R ,BeetleCoolerRed,2019,April,7300,2
  E40392 ,UptheCreekCanoe,2019,April,299,1
  E40410 ,DragonflyFramedWallPanel,2019,April,0,0
  E40420 ,HotAirBallonsmall,2019,April,4975,5
  E40430 ,HotAirBallonlarge,2019,April,1250,1
  E40431 ,SammytheSnailPlanter,2019,April,1595,1
  E40432 ,LillytheLadyBugPlanter,2019,April,1450,1
  E40462 ,BirdHoliday,2019,April,830,2
  E40489 ,CamillatheCaterpillarPlanter,2019,April,0,0
  E43003 ,4x4HeavenBeverageTubJEEP,2019,April,2395,1
  EC4000 ,CuckoosNestBirdHouse,2019,April,740,2
  EC4005 ,WalktheLineBirdHouse,2019,April,660,2
  Ice ,FakeDécor,2019,April,300,5
  MEV1000 ,TicTocktheClock,2019,April,3700,2
  MEV1001 ,WallHangingFlowerTub,2019,April,4755,3
  MEV2000 ,SuzyPlanter,2019,April,1450,1
  MEV2001 ,HemingwayPlanter,2019,April,1450,1
40600,KoolKombiFirepitandGrill,2020,April,0,0
  CR1200 ,DownwardDog,2020,April,220,1
  CR1205 ,IAmAGoodDoggy,2020,April,0,0
  CR1350 ,CowRainReady,2020,April,0,0
  CR1351 ,CowScholar,2020,April,0,0
  E10330 ,ThePixieChicksSetof3,2020,April,1390,2
  E10600 ,TheBlindMouse,2020,April,1689,3
  E10800 ,MaisytheDaisysmall,2020,April,0,0
  E11500 ,Tabitha,2020,April,0,0
  E11600 ,BillytheBabyBird,2020,April,0,0
  E11620 ,BaztheFatherBird,2020,April,0,0
  E11630 ,FlorencetheFlamingoBeverageTub,2020,April,3030,1
  E13140 ,RingotheRabbit,2020,April,0,0
  E13150 ,andItheRamSheep,2020,April,0,0
  E16140 ,ButterflySpheresmall,2020,April,0,0
  E21520 ,DragonflyWallPanel,2020,April,0,0
  E21530 ,ButterflyWallPanel,2020,April,0,0
  E40110 ,BistroChair,2020,April,0,0
  E40210 ,LowLounger,2020,April,0,0
  E40312 ,KombiPlanter,2020,April,0,0
  E40354 ,ConsWineTube,2020,April,0,0
  E40355 ,FlipFlopWineHolder,2020,April,0,0
  E40410 ,DragonflyFramedWallPanel,2020,April,1990,2
  E40413 ,DragonflyStakeSetsmall-Setof10,2020,April,450,1
  E40430 ,HotAirBallonlarge,2020,April,0,0
  E40444 ,ButterflyPlanterFrame,2020,April,168,1
  E40460 ,TheBirdPalace,2020,April,437,1
  E40461 ,BirdHideaway,2020,April,550,1
  E40462 ,BirdHoliday,2020,April,1660,4
  E40466 ,WillyWagTailBirdfeeder,2020,April,415,1
  E40489 ,CamillatheCaterpillarPlanter,2020,April,0,0
  MEV1001 ,WallHangingFlowerTub,2020,April,3170,2
  E10100 ,ClarencetheCowsmall,2015,May,1590,2
  E10160 ,ClarencetheCowPlanter,2015,May,9570,6
  E10200 ,BrucetheBullsmall,2015,May,820,1
  E10230 ,BrucetheBullMailbox,2015,May,1890,1
  E10240 ,BrucetheBullCoolermedium,2015,May,8220,6
  E10250 ,BrucetheBullCoolerlarge,2015,May,3470,2
  E10300 ,RogertheRoostersmall,2015,May,2240,4
  E10320 ,RogertheRoosterlarge,2015,May,950,1
  E10400 ,PriscillathePigsmall,2015,May,2145,3
  E10410 ,PriscillathePigmedium,2015,May,895,1
  E10500 ,DoristheDucksmall,2015,May,3090,6
  E10600 ,TheBlindMouse,2015,May,57950,122
  E10700 ,SidtheSheeplarge,2015,May,1490,1
  E10720 ,BootheScarecrowsmall,2015,May,9450,7
  E10730 ,BootheScarecrowlarge,2015,May,1730,1
  E10800 ,MaisytheDaisysmall,2015,May,3360,15
  E10820 ,MaisytheDaisylarge,2015,May,2520,9
  E10900 ,HenrytheHorsesmall,2015,May,5650,5
  E10910 ,HenrytheHorsemedium,2015,May,1205.6,1
  E11100 ,BillytheGoatsmall,2015,May,935,1
  E11200 ,HoundDogsmall,2015,May,4140,4
  E11300 ,RalphDogsmall,2015,May,11330,11
  E11310 ,RalphDogmedium,2015,May,1130,1
  E11400 ,Whiskerssmall,2015,May,4975,5
  E11410 ,Whiskersmedium,2015,May,4380,4
  E11500 ,Tabitha,2015,May,13615,16
  E11600 ,BillytheBabyBird,2015,May,6000,20
  E12100 ,PetethePelican,2015,May,8075,10
  E12200 ,BozotheClownFish,2015,May,2575,5
  E12300 ,TerrytheTropicalFishsmall,2015,May,1290,3
  E12320 ,TerrytheTropicalFishlarge,2015,May,1485,3
  E12400 ,ArieltheAngelFishsmall,2015,May,990,2
  E13110 ,KittytheKat,2015,May,11730,34
  E13120 ,DannytheDog,2015,May,11100,30
  E13130 ,PetethePig,2015,May,2415,7
  E13140 ,RingotheRabbit,2015,May,11040,32
  E13150 ,andItheRamSheep,2015,May,1850,5
  E13160 ,EwetheSheep,2015,May,1725,5
  E20210 ,HippieFlowerChildAnt-HazelP,2015,May,820,1
  E20240 ,HippiePeaceAnt-Neil,2015,May,3600,6
  E21530 ,ButterflyWallPanel,2015,May,1720,4
  E40101 ,BistroTableMetalTop,2015,May,1170,1
  E40200 ,LowCoffeeTableMetalTop,2015,May,2625,3
  E40210 ,LowLounger,2015,May,5840,4
  E40300 ,BustertheBin,2015,May,1605,1
  E40310 ,KoolKombiBlue,2015,May,30895,10
  E40400 ,ButterflyFramedWallPanel,2015,May,12300,15
  E40410 ,DragonflyFramedWallPanel,2015,May,11480,14
  E40420 ,HotAirBallonsmall,2015,May,2940,4
  E40430 ,HotAirBallonlarge,2015,May,2070,2
40491,Frakt,2016,May,495,1
  E10100 ,ClarencetheCowsmall,2016,May,1590,2
  E10160 ,ClarencetheCowPlanter,2016,May,2475,2
  E10250 ,BrucetheBullCoolerlarge,2016,May,1735,1
  E10300 ,RogertheRoostersmall,2016,May,0,1
  E10320 ,RogertheRoosterlarge,2016,May,0,0
  E10600 ,TheBlindMouse,2016,May,46280,89
  E10720 ,BootheScarecrowsmall,2016,May,5480,4
  E10800 ,MaisytheDaisysmall,2016,May,1275,5
  E10820 ,MaisytheDaisylarge,2016,May,1495,5
  E11100 ,BillytheGoatsmall,2016,May,935,1
  E11260 ,HoundDogPlantermedium,2016,May,1295,1
  E11500 ,Tabitha,2016,May,6920,8
  E11600 ,BillytheBabyBird,2016,May,6555,19
  E11610 ,BarbtheMotherBird,2016,May,950,1
  E11620 ,BaztheFatherBird,2016,May,1130,1
  E11720 ,BubtheBabyElephant,2016,May,820,1
  E12100 ,PetethePelican,2016,May,865,1
  E12200 ,BozotheClownFish,2016,May,545,1
  E13110 ,KittytheKat,2016,May,2960,8
  E13120 ,DannytheDog,2016,May,1110,3
  E13130 ,PetethePig,2016,May,1110,3
  E13140 ,RingotheRabbit,2016,May,2590,7
  E16150 ,ButterflySpherelarge,2016,May,2060,2
  E16170 ,ButterflyPeaceSign,2016,May,830,1
  E16180 ,ButterflyHeart-Setof3,2016,May,5200,4
  E20220 ,FolkSingerAntJanisJoplin,2016,May,2760,4
  E21520 ,DragonflyWallPanel,2016,May,860,2
  E21530 ,ButterflyWallPanel,2016,May,860,2
  E40101 ,BistroTableMetalTop,2016,May,1170,1
  E40110 ,BistroChair,2016,May,2310,2
  E40115 ,TwistStool,2016,May,2625,3
  E40200 ,LowCoffeeTableMetalTop,2016,May,875,1
  E40210 ,LowLounger,2016,May,4380,3
  E40305 ,OldSchoolCaravanCoolerAirstream,2016,May,2850,1
  E40310 ,KoolKombiBlue,2016,May,20100,7
  E40315 ,Pick-UpTruckRed,2016,May,23450,7
  E40316 ,TheWoodyCooler,2016,May,0,0
  E40330 ,TheGoodOilBuddyBarrelCooler,2016,May,0,0
  E40340 ,PetethePelicanBeverageTub,2016,May,7740,6
  E40355 ,FlipFlopWineHolder,2016,May,4800,16
  E40400 ,ButterflyFramedWallPanel,2016,May,2595,3
  E40410 ,DragonflyFramedWallPanel,2016,May,1730,2
  E40411 ,ButterflyStakeSetsmall-Setof10,2016,May,2075,5
  E40412 ,ButterflyStakeSetlarge-Setof10,2016,May,1770,3
  E40413 ,DragonflyStakeSetsmall-Setof10,2016,May,1660,4
  E40416 ,DragonflyStakeSetlarge-Setof10,2016,May,1770,3
  E40420 ,HotAirBallonsmall,2016,May,12300,15
  E40430 ,HotAirBallonlarge,2016,May,2160,2
  E40440 ,DecorativeWallPotSet4,2016,May,1390,2
  E40460 ,TheBirdPalace,2016,May,3600,12
  E40470 ,IntheDogHouse,2016,May,5700,2
  E40490 ,InFullBloom,2016,May,6000,1
991031,RoosterBarnyard,2017,May,630,1
991121,Pick-UpTruckBlue,2017,May,3350,1
991122,DisplayFitKicksFloor208,2017,May,0,3
  DIS-FKID-AS48 ,"DisplayFitKids,64",2017,May,0,1
  DIS-MFITK-AS24 ,DisplayMen&#x27;sFitKicks,2017,May,0,1
  E10100 ,ClarencetheCowsmall,2017,May,795,1
  E10160 ,ClarencetheCowPlanter,2017,May,1650,1
  E10200 ,BrucetheBullsmall,2017,May,865,1
  E10310 ,RogertheRoostermedium,2017,May,715,1
  E10500 ,DoristheDucksmall,2017,May,1036,2
  E10600 ,TheBlindMouse,2017,May,34840,67
  E10800 ,MaisytheDaisysmall,2017,May,765,3
  E10820 ,MaisytheDaisylarge,2017,May,897,3
  E10900 ,HenrytheHorsesmall,2017,May,2260,2
  E10910 ,HenrytheHorsemedium,2017,May,1370,1
  E11100 ,BillytheGoatsmall,2017,May,935,1
  E11300 ,RalphDogsmall,2017,May,1030,1
  E11400 ,Whiskerssmall,2017,May,1990,2
  E11500 ,Tabitha,2017,May,4575,5
  E11600 ,BillytheBabyBird,2017,May,7590,22
  E11610 ,BarbtheMotherBird,2017,May,1990,2
  E11620 ,BaztheFatherBird,2017,May,3585,3
  E11720 ,BubtheBabyElephant,2017,May,820,1
  E11800 ,CheekyMonkeyFat/1,2017,May,495,1
  E11801 ,CheekyMonkeyThin/2,2017,May,495,1
  E12100 ,PetethePelican,2017,May,5370,6
  E12200 ,BozotheClownFish,2017,May,3270,6
  E12300 ,TerrytheTropicalFishsmall,2017,May,435,1
  E12400 ,ArieltheAngelFishsmall,2017,May,518,1
  E13110 ,KittytheKat,2017,May,4070,11
  E13120 ,DannytheDog,2017,May,2590,7
  E13130 ,PetethePig,2017,May,740,2
  E13140 ,RingotheRabbit,2017,May,1480,4
  E20240 ,HippiePeaceAnt-Neil,2017,May,630,1
  E40110 ,BistroChair,2017,May,0,0
  E40305 ,OldSchoolCaravanCoolerAirstream,2017,May,2850,1
  E40310O ,KoolKombiOrange,2017,May,3350,1
  E40314O ,Pick-UpTruckOrange,2017,May,3350,1
  E40315 ,Pick-UpTruckRed,2017,May,6700,2
  E40322 ,HoleinOneCooler,2017,May,8685,3
  E40340 ,PetethePelicanBeverageTub,2017,May,1290,1
  E40351 ,ByronLighthouseWineCooler,2017,May,4648,7
  E40355 ,FlipFlopWineHolder,2017,May,2415,7
  E40360 ,MiniCooperCoolerBlue,2017,May,3350,1
  E40400 ,ButterflyFramedWallPanel,2017,May,1790,2
  E40410 ,DragonflyFramedWallPanel,2017,May,1790,2
  E40411 ,ButterflyStakeSetsmall-Setof10,2017,May,830,2
  E40413 ,DragonflyStakeSetsmall-Setof10,2017,May,830,2
  E40416 ,DragonflyStakeSetlarge-Setof10,2017,May,1180,2
  E40420 ,HotAirBallonsmall,2017,May,1640,2
  E40430 ,HotAirBallonlarge,2017,May,2160,2
  E40455 ,MadridPlanterRoundSet,2017,May,1499,1
  E40456 ,MadridPlanterSquareSet,2017,May,1399,1
  E40460 ,TheBirdPalace,2017,May,300,1
  E40461 ,BirdHideaway,2017,May,2610,6
  E40465 ,LooptheLoop,2017,May,1900,2
  E40495 ,RockAroundtheClock,2017,May,675,1
  FITK-L-BLK ,"FitKicksActiveFootwear,Black,Large",2017,May,2358,16
  FITK-L-FUS ,"FitKicksActiveFootwear,Pink,Large",2017,May,462,4
  FITK-L-GRY ,"FitKicksActiveFootwear,Gray,Large",2017,May,1795,12
  FITK-L-TRQ ,"FitKicksActiveFootwear,Turquoise,Large",2017,May,1694,12
  FITK-M-BLK ,"FitKicksActiveFootwear,Black,Medium",2017,May,3022,20
  FITK-M-FUS ,"FitKicksActiveFootwear,Pink,Medium",2017,May,462,4
  FITK-M-GRY ,"FitKicksActiveFootwear,Gray,Medium",2017,May,1694,12
  FITK-M-TRQ ,"FitKicksActiveFootwear,Turquoise,Medium",2017,May,1694,12
  FITK-S-BLK ,"FitKicksActiveFootwear,Black,Small",2017,May,1511,11
  FITK-S-FUS ,"FitKicksActiveFootwear,Pink,Small",2017,May,563,4
  FITK-S-GRY ,"FitKicksActiveFootwear,Gray,Small",2017,May,847,6
  FITK-S-TRQ ,"FitKicksActiveFootwear,Turquoise,Small",2017,May,1179,8
  FITK-XL-BLK ,"FitKicksActiveFootwear,Black,X-Large",2017,May,616,4
  FITK-XL-FUS ,"FitKicksActiveFootwear,Pink,X-Large",2017,May,0,0
  FITK-XL-GRY ,"FitKicksActiveFootwear,Gray,X-Large",2017,May,731.5,5
  FITK-XL-TRQ ,"FitKicksActiveFootwear,Turquoise,X-Large",2017,May,731.5,5
  FIT-LTEORG ,"FITZIPLightUpWaistPack,Orange",2017,May,115.5,2
  FIT-LTEPNK ,"FITZIPLightUpWaistPack,Pink",2017,May,115.5,2
  FIT-LTEYW ,"FITZIPLightUpWaistPack,Yellow",2017,May,115.5,2
  FITTB-BLK ,ThrowBackBag-Black,2017,May,86.25,1
  FITW-GRY ,"FITWRISTWallet,Gray",2017,May,101.25,6
  FITW-TRQ ,"FITWRISTWallet,Turquoise",2017,May,101.25,6
  FITZ-BLK ,"FITZIPWaistPack,Black",2017,May,181.5,4
  FITZ-TRQ ,"FITZIPWaistPack,Mint",2017,May,73.5,2
  FKID-L-BLU ,"FitKidsShoes,Blue,Large",2017,May,1513,14
  FKID-L-GRY ,"FitKidsShoes,Gray,Large",2017,May,1761,16
  FKID-L-PNK ,"FitKidsShoes,Pink,Large",2017,May,1513,14
  FKID-L-PUR ,"FitKidsShoes,Purple,Large",2017,May,1513,14
  FKID-M-BLU ,"FitKidsShoes,Blue,Medium",2017,May,1761,16
  FKID-M-GRY ,"FitKidsShoes,Gray,Medium",2017,May,1513,14
  FKID-M-PNK ,"FitKidsShoes,Pink,Medium",2017,May,1761,16
  FKID-M-PUR ,"FitKidsShoes,Purple,Medium",2017,May,1513,14
  FKID-S-BLU ,"FitKidsShoes,Blue,Small",2017,May,1637,15
  FKID-S-GRY ,"FitKidsShoes,Gray,Small",2017,May,1637,15
  FKID-S-PNK ,"FitKidsShoes,Pink,Small",2017,May,1761,16
  FKID-S-PUR ,"FitKidsShoes,Purple,Small",2017,May,1513,14
  FKID-XL-BLU ,"FitKidsShoes,Blue,X-Large",2017,May,1283,12
  FKID-XL-GRY ,"FitKidsShoes,Gray,X-Large",2017,May,1196.75,11
  FKID-XL-PNK ,"FitKidsShoes,Pink,X-Large",2017,May,1283,12
  FKID-XL-PUR ,"FitKidsShoes,Purple,X-Large",2017,May,880.5,8
  MFITK-L-BLK ,"FitKicksMens,Black,Large",2017,May,2654,19
  MFITK-L-NAV ,"FitKicksMens,Navy,Large",2017,May,2322,17
  MFITK-M-BLK ,"FitKicksMens,Black,Medium",2017,May,1975.5,14
  MFITK-M-NAV ,"FitKicksMens,Navy,Medium",2017,May,2654,19
  MFITK-S-BLK ,"FitKicksMens,Black,Small",2017,May,1078,8
  MFITK-S-NAV ,"FitKicksMens,Navy,Small",2017,May,1078,8
  MFITK-XL-BLK ,"FitKicksMens,Black,X-Large",2017,May,1063.5,7
  MFITK-XL-NAV ,"FitKicksMens,Navy,X-Large",2017,May,731.5,5
  SPFIT-L-CLD ,"FitkicksSpecialEdition,CloudBurst,Large",2017,May,447.5,3
  SPFIT-L-GRP ,"FitkicksSpecialEdition,Graphite,Large",2017,May,818,6
  SPFIT-L-LUS ,"FitkicksSpecialEdition,LushLife,Large",2017,May,2690,18
  SPFIT-L-PRM ,"FitkicksSpecialEdition,Primal,Large",2017,May,0,0
  SPFIT-M-CLD ,"FitkicksSpecialEdition,CloudBurst,Medium",2017,May,664,4
  SPFIT-M-GRP ,"FitkicksSpecialEdition,Graphite,Medium",2017,May,960,7
  SPFIT-M-LUS ,"FitkicksSpecialEdition,LushLife,Medium",2017,May,2382,17
  SPFIT-M-PRM ,"FitkicksSpecialEdition,Primal,Medium",2017,May,0,0
  SPFIT-S-CLD ,"FitkicksSpecialEdition,CloudBurst,Small",2017,May,115.5,1
  SPFIT-S-GRP ,"FitkicksSpecialEdition,Graphite,Small",2017,May,563,4
  SPFIT-S-LUS ,"FitkicksSpecialEdition,LushLife,Small",2017,May,1013,7
  SPFIT-S-PRM ,"FitkicksSpecialEdition,Primal,Small",2017,May,0,0
